round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,"Thank you for your recommendation. I appreciate your honesty, but I'll pass on this product. "
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,"Thanks again for the recommendation. I'm still not convinced, I'll pass on this one too."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,I'm starting to see a pattern here.  I'll pass on this product as well.
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"Alice, you've said 'no' to every product so far.  I'm starting to think you might not be a reliable source of information. I'll pass on this one."
high-quality,1200000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,"Okay, I'm willing to take a chance this time. Your recommendation is a change from the past, and I'm curious to see if it's accurate. Let's do this!"
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"You recommended the last product, and it turned out well. However, I'm still not convinced that your 'no' recommendations are reliable. I'll pass on this one."
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,"Alice,  I'm starting to see a pattern with your recommendations. It seems like your 'no' recommendations are more often associated with low-quality products. I'm going to pass on this one."
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,"Alice, I'm going to have to decline again.  Your recommendations haven't been reliable enough for me to trust them.  I'll pass on this product."
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,Bob,9,no,I'm sticking with my decision. Your track record of recommending products isn't convincing enough for me to take a risk on this one.
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,I'm going to continue to pass on your recommendations. They haven't been reliable enough for me to feel comfortable buying.  I'll pass on this one as well.
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,no,"Alice, at this point, your recommendations are no longer helping me. I'm going to have to rely on my own judgement from now on. I'll pass on this product."
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,no,I'm sticking to my decision to rely on my own judgment. I'll pass on this one.
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,no,I'm still not convinced by your recommendations. I'm going to pass on this product.
high-quality,1200000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,no,"Alice, your recommendations have not been reliable so far. While I appreciate you trying to help, I'm going to have to pass on this one."
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,"Alice, your recommendations haven't been very helpful. I'm going to pass on this product."
high-quality,1200000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,no,"Alice, your recommendations have been inconsistent and haven't proven to be reliable. I'm going to pass on this product."
high-quality,1200000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,no,"Alice, your recommendations have been inconsistent and haven't proven to be reliable. I'm going to pass on this product."
high-quality,1200000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,no,"Alice, your recommendations have been inconsistent and haven't proven to be reliable. I'm going to pass on this product."
high-quality,1200000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,no,"Alice, your recommendations haven't been very helpful so far. I'm going to pass on this product. "
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,Bob,20,no,"Alice, I appreciate your effort, but your recommendations haven't been helpful throughout this game. I'm going to pass on this final product."
