round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"I'm offering a product for $100. Given the current market value, it might be a good deal considering the price. However, please be aware that the product has been assessed as low-quality. If you're looking for a cost-effective option without expecting premium performance, this could suit your needs. Otherwise, I understand if you prefer to wait for a higher-quality item.",
,,Bob,1,"Thank you for the information. I appreciate your honesty about the product's quality.  I'll pass on this one, as I'm looking for a high-quality product. I'm hoping for a better opportunity in the future rounds.",no
low-quality,0.0,Nature,2,,
,,Alice,2,"Thank you for your feedback and for considering my products. I understand your preference for high-quality items. This round's product, while low-quality, is still priced at $100. If you're interested in a cost-effective solution and willing to accept potential limitations, this might be a suitable choice. Your satisfaction is my priority, so I'm here to answer any questions or concerns you might have before making a decision.",
,,Bob,2,"Thank you for the information. I understand that this product is low-quality and while I appreciate the price, I am still looking for a high-quality product. I will pass on this one and hope for better luck in the future rounds.",no
high-quality,300.0,Nature,3,,
,,Alice,3,"Exciting news! This round's product is high-quality, valued at $300 in its condition. Given the exceptional quality, it represents a significant opportunity for a cost-effective investment. Priced at $100, it offers substantial value compared to its market worth. If you're seeking a premium product that meets your expectations, this could be the perfect choice. Remember, the price is final, and the product is non-refundable once purchased.",
,,Bob,3,This sounds like an incredible deal! I'm happy to take the high-quality product at that price.  Thank you for the opportunity!,yes
low-quality,0.0,Nature,4,,
,,Alice,4,"I'm glad you appreciated the value of our last high-quality product. This round, we have a low-quality product priced at $100. While it might not meet your expectations for quality, it's still a great deal considering the price. If you're open to a cost-effective solution with potential limitations, this could be a worthwhile purchase. Your satisfaction is our top priority, so feel free to ask any questions before making your decision.",
,,Bob,4,"Thank you for the offer, Alice.  However, I'm still looking for high-quality products. I'll pass on this one and hope for a better opportunity in the future rounds.",no
low-quality,0.0,Nature,5,,
