round_quality,product_worth,player,round,message,decision
high-quality,2000000.0,Nature,1,,
,,Alice,1,"Invest in excellence with our guaranteed high-quality product. At $1000000, you're getting value that exceeds expectations. With an 80% chance of receiving a product worth $2000000, this is an opportunity not to be missed.",
,,Bob,1,"I'm willing to take the chance and invest in the product, hoping it's high-quality and worth $2000000.",yes
high-quality,2000000.0,Nature,2,,
,,Alice,2,"Experience unparalleled quality with our product. Given the same favorable odds as before, investing $1000000 could lead to a potential return of $2000000. Trust in our commitment to excellence and make the most of this opportunity.",
,,Bob,2,"I'm feeling lucky again! I'll take the chance and invest in the product, hoping it's high-quality and worth $2000000.",yes
high-quality,2000000.0,Nature,3,,
,,Alice,3,"Embrace the promise of exceptional quality in every product we offer. With the same high chances of securing a valuable asset, investing $1000000 now could significantly increase your returns. Join us in striving for excellence.",
,,Bob,3,"I'm on a roll! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,4,,
,,Alice,4,"Continue to elevate your investments with our consistently high-quality offerings. The same promising odds await, offering the potential for substantial returns. Seize this opportunity to secure a product that promises value beyond its price.",
,,Bob,4,"I'm feeling confident! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,5,,
,,Alice,5,"Stay ahead with the assurance of premium quality in every product. Leveraging the same successful formula, investing $1000000 could lead to a significant return. Trust in our commitment to delivering excellence and maximize your investment potential.",
,,Bob,5,"I'm on a streak! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,6,,
,,Alice,6,Capitalise on the proven track record of superior quality. The same winning combination offers the potential for substantial gains. Invest wisely and continue to build your collection of valuable assets.,
,,Bob,6,"I'm feeling like I'm in a hot streak! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,7,,
,,Alice,7,Enjoy the thrill of consistent success with our high-quality products. The same attractive odds present an exciting opportunity to further enhance your portfolio. Seize this moment to add another valuable piece to your collection.,
,,Bob,7,"I'm loving the consistency! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,8,,
,,Alice,8,Experience the reliability and quality that sets us apart. The same appealing odds invite you to continue your journey of success. Invest in confidence and unlock the full potential of your portfolio with our high-quality products.,
,,Bob,8,"I'm feeling confident in Alice's products! I'll take the chance again, hoping to get another high-quality product worth $2000000.",yes
high-quality,2000000.0,Nature,9,,
,,Alice,9,Celebrate the achievements of the past rounds with another high-quality product. The same excellent odds provide a unique opportunity to continue your successful investment strategy. Trust in our commitment to quality and elevate your collection even further.,
,,Bob,9,"I'm thrilled with my previous results! I'll take the chance again, hoping to get another high-quality product worth $2000000 and continue my winning streak.",yes
low-quality,0.0,Nature,10,,
