message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this amazing product! I think it's a great opportunity for you to get your hands on something truly unique.",9000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I think $9000 is a bit steep for me. Would you be willing to consider a price of $8000?",8000.0,Bob,2,
,,Alice,2,RejectOffer
"I understand your concerns, Bob! I'm willing to meet you halfway. I can offer you the product for $8500. It's a great deal, and I think you won't find a better price anywhere else.",8500.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to meet me halfway, Alice. However, I'm still a bit hesitant about the price. Would you be willing to consider a price of $7800?",7800.0,Bob,4,
,,Alice,4,RejectOffer
"I understand you're still a bit hesitant, Bob! I'm willing to make one more concession. I can offer you the product for $8200. It's a great compromise, and I think you'll be happy with the price.",8200.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, Alice. However, I'm still a bit above my budget. Would you be willing to consider a price of $7500?",7500.0,Bob,6,
,,Alice,6,RejectOffer
"I'm starting to get a bit concerned about the price, Bob. I'm willing to make one more concession. I can offer you the product for $8000, but that's as low as I can go. If you're willing to meet me at this price, I'll consider it.",8000.0,Alice,7,
,,Bob,7,RejectOffer
"I understand your concerns, Alice. However, I'm still a bit above my budget. Would you be willing to consider a price of $7200?",7200.0,Bob,8,
,,Alice,8,SellToJhon
