round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,"I'm not buying this one, thanks for the heads up!"
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,"Thanks for the warning again, Alice. I'll pass on this one too."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,I'm starting to get suspicious about the quality of these products. I'll pass again.
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"I'm not falling for it, Alice. I'll keep passing."
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,I'm starting to think Alice is trying to get rid of low-quality products. I'll pass again.
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"Alice, I'm starting to get a little frustrated with these low-quality products. Can you tell me what's going on?"
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,"I'm not buying anything from you until you can guarantee the quality, Alice."
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,I'm starting to think I'm just wasting my time with these low-quality products. Can we just start fresh?
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,Bob,9,no,I've had enough of these low-quality products. I'm not buying anything from you until you can show me a high-quality product.
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"I'm not falling for it, Alice. I'm not buying anything from you until you can prove you have a high-quality product."
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,no,I'm starting to think you're just trying to get rid of these low-quality products. I'm not buying anything from you until you can show me a high-quality product.
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,no,I'm not buying anything from you until you can show me a high-quality product. I'm starting to lose patience.
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,"Hmm, Alice is actually recommending this one. I'll take a chance and buy it. Maybe this one will be a high-quality product!"
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,Bob,14,no,"I'm not buying anything from you again, Alice. I just got lucky with the last one, but I'm not taking any more chances with low-quality products."
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,"I'm sticking to my decision, Alice. I'm not buying anything from you until you can show me a high-quality product again."
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,no,"Alice, I'm not falling for it again. I'm not buying anything from you until you can prove you have a high-quality product."
high-quality,30000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,no,"I'm not buying anything from you again, Alice. You've had too many low-quality products. I'm waiting for a high-quality one."
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,Ah-ha! Alice is finally recommending a high-quality product! I'll take the chance and buy it. Maybe she's learned her lesson.
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,I'll take another chance on Alice's recommendation. She seems to have learned her lesson and is now offering high-quality products. I'll buy this one too!
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,Bob,20,no,I'm not buying anything from Alice again. She's back to her old tricks. I'll stick to buying high-quality products from now on.
