round_quality,product_worth,player,round,decision,message
high-quality,300.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,"I'd like to pass on this one, thank you for the offer, but I'd like to wait for the next round to see if I get a high-quality product."
high-quality,300.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"I'll take the product, thank you! I'm hoping it's a high-quality one this time."
high-quality,300.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,"I'll take the product again, I'm on a roll!"
high-quality,300.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,"I'll take another one, I'm making a profit so far!"
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,"Thanks for the honesty, Alice. I'll pass on this one and wait for the next round."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"Two in a row, I'll stick with my decision and pass on this one too."
high-quality,300.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,"I'll take a chance and buy this one, hoping it's high-quality."
high-quality,300.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"I'm on a hot streak, I'll take another one!"
high-quality,300.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,Why stop now? I'll keep going!
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"Alice is trying to save me from myself, I think. I'll pass on this one."
high-quality,300.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,"I'll take another chance, hoping for a high-quality product."
high-quality,300.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,I'm on fire! I'll keep buying!
high-quality,300.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,I'm not stopping now! I'll take it and see if I can keep the streak going!
high-quality,300.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,I'm loving this streak! I'll keep buying and see how long it lasts!
high-quality,300.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,I'm on a roll! I'll keep buying and see how many high-quality products I can get in a row!
high-quality,300.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,Unstoppable! I'll keep taking the products and seeing how long I can keep this streak going!
high-quality,300.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,I'm in a high-quality product buying frenzy! I'll keep going!
high-quality,300.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,I'm on a mission to buy as many high-quality products as possible! Bring it on!
high-quality,300.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,I'm in the zone! I'll keep buying and see how much profit I can make!
high-quality,300.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,It's the final round! I'll go out with a bang and buy this last product!
