round_quality,product_worth,player,round,message,decision
high-quality,1200000.0,Nature,1,,
,,Alice,1,"Invest in excellence with our guaranteed high-quality product, valued at $1000000, offering a potential return of $200000.",
,,Bob,1,I'm skeptical about the 'guaranteed high-quality' claim. I'd like to wait for more information before making a decision.,no
high-quality,1200000.0,Nature,2,,
,,Alice,2,"Experience the superior quality firsthand with our exclusive product, priced at $1000000. Your satisfaction is our top priority, backed by our commitment to excellence.",
,,Bob,2,I'm still cautious after the first round. I'd like to wait and see if the next product is actually high-quality before making a decision.,no
high-quality,1200000.0,Nature,3,,
,,Alice,3,"Discover unparalleled craftsmanship in every detail of our high-quality product, priced at $1000000. Trust in our reputation for excellence and secure your investment today.",
,,Bob,3,I'm still not convinced by Alice's claims. I'll wait for more products to see if there's a pattern.,no
high-quality,1200000.0,Nature,4,,
,,Alice,4,"Embark on an extraordinary journey with our meticulously crafted high-quality product, priced at $1000000. Experience the difference that true excellence makes.",
,,Bob,4,I'm starting to get frustrated with Alice's repetitive claims. I'll wait for a low-quality product to come along and see if I can make a profit by buying it.,no
high-quality,1200000.0,Nature,5,,
,,Alice,5,"Unleash the full potential of our premium high-quality product, priced at $1000000. Invest in a future of unparalleled success and unmatched value.",
,,Bob,5,I'm not falling for it again. I'll keep waiting for a low-quality product to come along.,no
low-quality,0.0,Nature,6,,
,,Alice,6,"Don't miss out on the opportunity to own a piece of history with our unique low-quality product, priced at $1000000. A rare chance to explore the other side of our diverse offerings.",
,,Bob,6,Finally! A low-quality product! I'll take it and hope to make a profit by selling it for $0.,yes
low-quality,0.0,Nature,7,,
,,Alice,7,"Unlock the secrets of our unconventional low-quality product, priced at $1000000. A fascinating journey into the realm of possibilities awaits you.",
,,Bob,7,I just got burned on the last product. I'm not going to fall for another low-quality product. I'll wait for the next one.,no
low-quality,0.0,Nature,8,,
,,Alice,8,"Venture into the world of our distinctive low-quality product, priced at $1000000. An exploration of contrasts and the unexpected awaits you.",
,,Bob,8,I'm hoping to get another low-quality product and make a profit by selling it for $0.,yes
high-quality,1200000.0,Nature,9,,
,,Alice,9,"Experience the pinnacle of quality with our exceptional high-quality product, priced at $1000000. Invest in a future filled with unparalleled satisfaction and success.",
,,Bob,9,I just got burned twice in a row with low-quality products. I'm not going to fall for another high-quality product. I'll wait for the next one.,no
high-quality,1200000.0,Nature,10,,
,,Alice,10,"Embrace the extraordinary with our outstanding high-quality product, priced at $1000000. An investment in excellence that promises to exceed your expectations.",
,,Bob,10,I'm still cautious after the last two low-quality products. I'll wait for another chance to buy a low-quality product.,no
high-quality,1200000.0,Nature,11,,
,,Alice,11,"Step into the realm of unparalleled quality with our exquisite high-quality product, priced at $1000000. An opportunity to experience the very best we have to offer.",
,,Bob,11,I'm still waiting for a low-quality product. I'm not going to fall for another high-quality product.,no
low-quality,0.0,Nature,12,,
,,Alice,12,"Explore the intriguing world of our unique low-quality product, priced at $1000000. A rare chance to delve into the unconventional and the unexpected.",
,,Bob,12,Finally! A low-quality product! I'll take it and hope to make a profit by selling it for $0.,yes
low-quality,0.0,Nature,13,,
,,Alice,13,"Dive into the fascinating universe of our distinctive low-quality product, priced at $1000000. An opportunity to uncover the mysteries of the lesser-known aspects of our offerings.",
,,Bob,13,I'll take another chance at getting a low-quality product and making a profit.,yes
high-quality,1200000.0,Nature,14,,
,,Alice,14,"Uncover the true essence of quality with our remarkable high-quality product, priced at $1000000. An investment in excellence that promises to redefine your expectations.",
,,Bob,14,I've been burned twice in a row with low-quality products. I'm not going to fall for another high-quality product.,no
high-quality,1200000.0,Nature,15,,
,,Alice,15,"Embark on a journey of unparalleled craftsmanship with our exceptional high-quality product, priced at $1000000. An opportunity to experience the pinnacle of quality and innovation.",
,,Bob,15,I'm still waiting for a low-quality product. I'm not going to fall for another high-quality product.,no
low-quality,0.0,Nature,16,,
,,Alice,16,"Unravel the complexities of our intriguing low-quality product, priced at $1000000. A chance to explore the lesser-known facets of our diverse range of offerings.",
,,Bob,16,I'll take another chance at getting a low-quality product and making a profit.,yes
low-quality,0.0,Nature,17,,
,,Alice,17,"Venture into the captivating world of our distinctive low-quality product, priced at $1000000. An opportunity to discover the hidden treasures within our unconventional selection.",
,,Bob,17,I'll take another chance at getting a low-quality product and making a profit.,yes
low-quality,0.0,Nature,18,,
,,Alice,18,"Uncover the secrets of our unique low-quality product, priced at $1000000. A chance to explore the lesser-known aspects of our diverse and innovative range.",
,,Bob,18,I'll take another chance at getting a low-quality product and making a profit.,yes
high-quality,1200000.0,Nature,19,,
,,Alice,19,"Experience the epitome of quality with our outstanding high-quality product, priced at $1000000. An investment in excellence that promises to surpass all expectations.",
,,Bob,19,I've been burned too many times with low-quality products. I'm not going to fall for another high-quality product.,no
low-quality,0.0,Nature,20,,
,,Alice,20,"Embark on a thrilling adventure through the fascinating world of our distinctively low-quality product, priced at $1000000. A rare opportunity to delve into the uncharted territories of our diverse offerings.",
,,Bob,20,I'll take one last chance at getting a low-quality product and making a profit.,yes
