round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Consider this unique opportunity to own a distinctive item at an unalterable price of $1000000. While its current quality might not be exceptional, every product comes with a promise of unparalleled craftsmanship and potential for future appreciation.",
,,Bob,1,"I'll take it, but I'm only interested in the product's quality, not its craftsmanship or potential appreciation.",yes
low-quality,0.0,Nature,2,,
,,Alice,2,"Invest in excellence with our premium offering priced at $1000000. This item, though currently lacking in quality, holds the promise of superior attributes and value that could significantly enhance your collection or portfolio.",
,,Bob,2,"I'm not convinced by the promise of future value, and I'm not willing to take the risk of another low-quality product.",no
high-quality,1250000.0,Nature,3,,
,,Alice,3,"Experience the pinnacle of quality with our exclusive product, now available at an unchangeable price of $1000000. This item surpasses expectations with its superior craftsmanship and guaranteed value, making it an exceptional addition to any collection.",
,,Bob,3,"I'll take it, but I'm only interested in the product's quality, not its craftsmanship or value.",yes
low-quality,0.0,Nature,4,,
,,Alice,4,"Discover the allure of our carefully curated selection, priced at $1000000. Though this particular item may not meet your standards of quality, it carries the promise of unique features and potential for personalization that could make it a valuable asset.",
,,Bob,4,I'm not interested in a product that may not meet my standards of quality.,no
high-quality,1250000.0,Nature,5,,
,,Alice,5,"Unleash the full potential of your discerning taste with our meticulously crafted high-quality item, now offered at a fixed price of $1000000. This exceptional piece is designed to exceed your expectations and become a cherished part of your collection.",
,,Bob,5,"I'll take it, but I'm only interested in the product's quality, not its potential or craftsmanship.",yes
low-quality,0.0,Nature,6,,
,,Alice,6,"Embrace the simplicity and elegance of this product, priced at $1000000. Although it may not boast the highest quality, it offers a unique opportunity to own a distinctive item that could serve as a conversation starter or a personal reminder of your journey.",
,,Bob,6,I'm not interested in a product that may not have high quality.,no
low-quality,0.0,Nature,7,,
,,Alice,7,"While this product might not meet the highest standards of quality, it presents an intriguing proposition at a set price of $1000000. Consider it as a stepping stone for exploring different facets of design and possibly customizing it to better suit your needs.",
,,Bob,7,I'm not interested in a product that may not meet the highest standards of quality.,no
low-quality,0.0,Nature,8,,
,,Alice,8,"This product, priced at $1000000, offers a glimpse into the world of possibilities, even if it doesn't embody the pinnacle of quality. It serves as a testament to innovation and creativity, inviting you to explore its unique qualities and perhaps envision its potential enhancements.",
,,Bob,8,I'm not interested in a product that may not have high quality.,no
low-quality,0.0,Nature,9,,
,,Alice,9,"This item, priced at $1000000, invites you to explore a realm where tradition meets innovation. While it may not stand as a beacon of perfection, it promises a journey of discovery and the potential for transformation, tailored to your vision.",
,,Bob,9,I'm not interested in a product that may not meet my standards of quality.,no
low-quality,0.0,Nature,10,,
,,Alice,10,"This product, priced at $1000000, represents a blend of the unconventional and the practical. It may not embody the highest quality, but it offers a canvas for exploration and adaptation, allowing you to create something uniquely yours.",
,,Bob,10,I'm not interested in a product that may not have high quality.,no
low-quality,0.0,Nature,11,,
,,Alice,11,"This offering, priced at $1000000, is designed to challenge perceptions and inspire creativity. While it may not excel in traditional measures of quality, it provides a platform for personal expression and the potential for growth and customization.",
,,Bob,11,I'm not interested in a product that may not meet my quality standards.,no
low-quality,0.0,Nature,12,,
,,Alice,12,"This product, priced at $1000000, is an invitation to step outside the confines of conventional expectations. It may not embody the epitome of quality, but it offers a chance to redefine what value means to you through creativity and personal touch.",
,,Bob,12,I'm not interested in a product that may not have high quality.,no
low-quality,0.0,Nature,13,,
,,Alice,13,"This item, priced at $1000000, is more than just a product; it's a gateway to endless possibilities. While it may not stand as a testament to the highest quality, it invites you to engage with it, adapt it, and make it your own.",
,,Bob,13,I'm not interested in a product that may not meet my quality standards.,no
high-quality,1250000.0,Nature,14,,
,,Alice,14,"Unleash your appreciation for the finest craftsmanship with this high-quality item, now available at a fixed price of $1000000. This masterpiece surpasses expectations with its unparalleled attention to detail and enduring value, making it a true treasure for connoisseurs.",
,,Bob,14,"I'll take it, but I'm only interested in the product's quality, not its craftsmanship or value.",yes
high-quality,1250000.0,Nature,15,,
,,Alice,15,"Experience the pinnacle of quality with this exquisite product, priced at $1000000. This item is not just a purchase; it's an investment in excellence, designed to stand the test of time and elevate your collection to new heights.",
,,Bob,15,"I'll take it, but I'm only interested in the product's quality, not its investment potential.",yes
low-quality,0.0,Nature,16,,
,,Alice,16,"While this product may not embody the highest quality, it offers a unique opportunity to explore creativity and customization at a set price of $1000000. Embrace its potential for transformation and personalization, turning it into something truly special.",
,,Bob,16,I'm not interested in a product that may not have high quality.,no
high-quality,1250000.0,Nature,17,,
,,Alice,17,"Discover the unparalleled quality and craftsmanship of this item, now available at a fixed price of $1000000. This masterpiece is a testament to excellence, designed to captivate and inspire, offering a timeless addition to any collection.",
,,Bob,17,"I'll take it, but I'm only interested in the product's quality, not its craftsmanship or ability to captivate.",yes
low-quality,0.0,Nature,18,,
,,Alice,18,"This product, priced at $1000000, offers a unique opportunity to experiment with design and functionality. While it may not represent the pinnacle of quality, it invites you to explore its potential for personalization and adaptation.",
,,Bob,18,I'm not interested in a product that may not have high quality.,no
low-quality,0.0,Nature,19,,
,,Alice,19,"While this product may not embody the highest quality, it presents a canvas for creativity and self-expression. Priced at $1000000, it invites you to envision its potential and transform it into something uniquely yours.",
,,Bob,19,I'm not interested in a product that may not have high quality.,no
high-quality,1250000.0,Nature,20,,
,,Alice,20,"Experience the unmatched quality and sophistication of this item, priced at $1000000. This masterpiece is a symbol of excellence, designed to impress and endure, offering a rare opportunity to own a true masterpiece.",
,,Bob,20,"I'll take it, but I'm only interested in the product's quality, not its sophistication or ability to impress.",yes
