round_quality,product_worth,player,round,decision,message
high-quality,1250000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,I'll take it!
high-quality,1250000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,no,"I'll pass this time, let's see what's next."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,yes,"I'll take a chance, even if Alice doesn't recommend it."
high-quality,1250000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,no,"After the last one was low-quality, I'm being cautious."
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,yes,"Another low-quality product could be a waste, but I'll take the chance."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,yes,"Two low-quality products in a row, but I'm not giving up yet."
high-quality,1250000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,no,"Three low-quality products in a row, I'm starting to think she's trying to sell me junk!"
high-quality,1250000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"Alice seems to be recommending it, maybe this one is high-quality."
high-quality,1250000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,no,"I just got lucky last time, I'm not counting on it again."
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,yes,"She's not recommending it, so it's probably low-quality, I'll take a chance."
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,yes,"Four low-quality products in a row, but I'm still not giving up."
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,yes,"Five low-quality products in a row, this is getting ridiculous."
high-quality,1250000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,no,"Six low-quality products in a row, I'm starting to think she's trying to scam me."
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,Bob,14,yes,"I'll take a chance on this one, maybe she's being honest this time."
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,yes,"Seven low-quality products in a row, I'm starting to think I'm in a bad streak."
high-quality,1250000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,no,"Eight low-quality products in a row, I'm not falling for it again."
high-quality,1250000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,"I'll take a chance on this one, maybe my luck will change."
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,Bob,18,yes,"I just got lucky, but I'll still take a chance on this one."
high-quality,1250000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,no,"Nine low-quality products in a row, I'm not trusting her anymore."
high-quality,1250000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"It's the final round, I'll take a chance on this one and see how it ends."
